"#SKU","Status","Name (EN)","Tax Code","Price","MSRP","Summary (EN)","Description (EN)","Tags","Categories","Country Catalog","Best Seller","New","Inventory","Weight","Shippable","Base product","Variant Group 1","Variant Group 2","Listing image","Image","All Images","Display Order"
"RLWC001","Active","Rodan + Fields® Spot Light Power Adapter","P0000000",10,10,"Power your Spot Light anytime, anywhere you have an outlet. Forget the hassle of batteries and purchase your Spot Light Power Adapter to power your Big Business Launch and Customer recruiting efforts.","<p>  The Rodan + Fields Spot Light lets you finally see what is causing your skin to lose its youthful radiance - underlying sun damage. The new Rodan + Fields Spot Light Power Adapter allows you to power your Spot Light and See the Light anytime, anywhere you have an outlet. Forget the hassle of batteries and purchase your Spot Light Power adapter to power your Big Business Launch and Customer recruiting efforts.<br />  <br />  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly","MRK102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PMSP001","Active","AMP MD Business Support Kit","P0000000",25,25,"AMP MD Business Support Kit includes everything you need to promote AMP MD on the go.","<p>  AMP up your prospecting efforts with this AMP MD Business Support Kit. Kit includes everything you need to promote AMP MD on the go: Rodan + Fields Product Catalog &ndash; 5 Pack, all 4 regimen tri-fold centerpieces, AMP MD tri-fold centerpiece, AMP MD Bookmarks &ndash; 4 Pack, Pattern to Prosperity Pad- 4 Pack, Before and After Poster Set and ANTI-AGE Brochures &ndash; 25 Pack.<br />  <br />  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly","ANT102,MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PPPA200","Active","Pattern to Prosperity Pad – 4 Pack","P0000000",10,10,"Pattern To Prosperity Pad (4 Pads) $10.00 each","<p>  The Pattern to Prosperity Pad is the ideal tool to share the earning potential of Rodan + Fields with Prospects. Front side features the Pattern to Prosperity showing Prospects how it is possible to build a foundation for financial freedom with Rodan + Fields. Back side features the REDEFINE Your Future with Your Big Business Launch Worksheet, showing Prospects how they can earn over $1,000 and begin to create their pattern to prosperity in their first month.<br />  <br />  Each pad contains 50, two-sided sheets, set includes 4 pads. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RGTT005","Active","Rodan + Fields Centerpiece Collection - 5 Pack","P0000000",12.5,12.5,"These Rodan + Fields centerpieces are a great tool to promote the Doctors, our brand and our Products at your next event.","<p>  Featuring the Rodan + Fields&reg; product line, these branded centerpieces are a great tool to promote the Doctors, our brand and our products at your next event. Collection includes five centerpieces total, one for each regimen and one for the REDEFINE tools. Centerpieces are collapsible to make traveling with them a breeze.<br />  <br />  Each centerpiece is 7&rdquo; x 17&rdquo; tall. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly",,"US",,,0,,1,,,"red","images/no_image_available.png","images/no_image_available.png",,
"RIMP025","Active","Rodan + Fields Regimen Brochure Variety Pack","P0000000",5,5,"These detailed, tri-fold brochures contain in depth information about all four Rodan + Fields regimens.","<p>  These detailed brochures contain in depth information about Rodan + Fields&reg; Products, including how each regimen works, how to get started, tips from the Doctors and supplemental product recommendations.<br />  <br />  Variety pack includes 10 REDEFINE, 5 REVERSE, 5 SOOTHE and 5 UNBLEMISH brochures. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly","MRK102","US",,,1,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"AAWA125","Active","REDEFINE Daily Cleansing Mask","P0000000",30,30,"Mask draws impurities from pores and gently exfoliates, without disrupting skin’s delicate moisture barrier.","<p>  &nbsp;</p> <p>  Creamy, kaolin clay-based cleansing mask dries in two minutes, drawing impurities from pores&nbsp;<span style=""font-size: 12px;"">without robbing skin of essential moisture. Fine dimethicone microbeads gently exfoliate to&nbsp;</span><span style=""font-size: 12px;"">smoothe the skin without disrupting skin&rsquo;s delicate moisture barrier.&nbsp; 125mL/4.2 Fl. Oz.</span></p>","jewerly,strange","ANT101","US",,,1,,1,,,"green","images/no_image_available.png","images/no_image_available.png",,
"AATN125","Active","REDEFINE Pore Minimizing Toner","P0000000",35,35,"Alcohol-free toner minimizes the appearance of pores.","<p>  Exclusive combination of pore-clarifying ingredients minimizes the appearance of enlarged pores in this fast-acting, alcohol-free liquid vehicle. Gentle polyhydroxy acids exfoliate pore clogging dead skin cells while natural oligosaccharides help reduce the appearance of pores and prepares skin for the treatments that follow.</p>","jewerly","ANT102","US",,,1,,1,,,"red","images/no_image_available.png","images/no_image_available.png","images/products/images2.jpg,images/products/DSC00751.JPG",
"AATT030","Active","REDEFINE Triple Defense Treatment Broad Spectrum SPF 30","P0000000",60,60,"Reduces appearance of lines and wrinkles and visibly firms skin, with exclusive SHIELD<sup>rf</sup> sunscreen technology for effective broad spectrum UVA/UVB SPF 30 protection.","<p>  REDEFINE Triple Defense Treatment is a moisturizing treatment with photostable broad spectrum SPF 30 protection. It contains a clinically proven concentration of powerful peptides to reduce the appearance of lines and wrinkles and visibly firm skin. SHIELD<sup>rf</sup> provides effective broad spectrum UVA/UVB protection and visibly decelerates the signs of photoaging that appear over time. 30mL/1Fl. Oz</p> <p>  <img alt=""The Skin Cancer Foundation Seal of Recommendation for Sunscreens: Daily Use"" src=""https://www.rodanandfields.com/images/Products/SCF_Seal-Daily-small.jpg"" /></p>","jewerly","MRK101,MRK101","US",,,1,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"AAPM030","Active","REDEFINE Overnight Restorative Cream","P0000000",55,55,"Ultra-hydrating cream replenishes skin's natural moisturizing factors while you sleep for  visibly firmer skin in the morning.","<p>  &nbsp;</p> <p>  REDEFINE Overnight Restorative Cream is an ultra-hydrating cream which replenishes skin&rsquo;s natural moisturizing factors (NMFs) while you sleep for visibly firmer, less-lined skin in the morning. Moisture recycling complex of hyaluronic acid and glycerin prevent moisture loss while 12-hour, time-released antioxidants A, C and E replenish vital skin nutrients. 30 mL/1.0 Fl.Oz.</p>","jewerly","ANT101","US",,,1,,1,,,"green","images/no_image_available.png","images/no_image_available.png",,
"AAAPR01","Active","AMP MD™ System Refill - 60 Day Supply","P0000000",80,80,"Keep the benefits of your AMP MD coming. Contains a two month supply of Night Renewing Serum and Purification Tablets.","<p>  Keep the benefits of your AMP MD coming. AMP MD&trade; System Refill contains a two month supply of Night Renewing Serum and Purification Tablets.</p>","jewerly","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AAAPS01","Active","AMP MD™ System - 60 Day Supply","P0000000",156,156,"Take a firm position on aging skin with our patent-pending REDEFINE AMP MD™ System, which includes the noninvasive AMP MD Micro-Exfoliating Roller and REDEFINE Night Renewing Serum. The AMP MD System utilizes micro-exfoliation roller technology for visibly advanced skin-firming benefits.","<p>  Take a firm position on aging skin with our patent-pending REDEFINE AMP MD&trade; System, which includes the noninvasive AMP MD Micro-Exfoliating Roller and REDEFINE Night Renewing Serum. The AMP MD System utilizes micro-exfoliation roller technology for visibly advanced skin-firming benefits. Based on our clinical studies of our REDEFINE Regimen and the AMP MD System, smoother, softer skin can be experienced after just one use. With continued use, the REDEFINE Regimen and the AMP MD System are clinically proven to help skin appear firmer and make lines and wrinkles less noticeable for a more luminous and refined appearance.</p> <p>  <b>The AMP MD Micro-Exfoliating Roller is for individual use only. Do not use on eyes, open wounds, or irritated, infected or sensitive skin. Keep out of reach of children.</b></p> <p>  If the AMP MD System is added to an auto-ship order, the subsequent order will be the REDEFINE Regimen. Customers can change their auto-ship order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  Product Contents: AMP MD Micro-Exfoliating Roller, Night Renewing Serum (60 capsules), Cleansing Vial and Purification Tablets (16 Tablets).</p>","antique",,"US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AAACR01","Active","AMP MD™ System Refill – 30 Day Supply","P0000000",40,40,"Keep the benefits of your AMP MD coming. Contains a one month supply of Night Renewing Serum and Purification Tablets.","<p>  Keep the benefits of your AMP MD coming. REDEFINE AMP MD System Refill contains a one month supply of Night Renewing Serum and Purification Tablets.</p>","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AARG001","Active","REDEFINE Regimen for the Appearance of Lines, Pores and Loss of Firmness","P0000000",145,145,"Our Multi-Med<sup>®</sup> solution for a younger-looking, more radiant complexion.","<p>  We are all aging all the time, but what that looks like is up to you. Decide today how you are going to look tomorrow with our REDEFINE Regimen.</p> <p>  REDEFINE is a comprehensive skincare regimen that layers cosmetic ingredients and proven peptide technology to help defend against and reduce the visible signs of aging for noticeably firmer, smoother, flawless-looking skin. The REDEFINE Regimen features four full-size products: Daily Cleansing Mask 125 mL/4.2 Fl.Oz., Pore Minimizing Toner 125 mL/4.2 Fl.Oz., Triple Defense Treatment SPF 30 30 mL/1.0 Fl.Oz., and Overnight Restorative Cream 30 mL/1.0 Fl.Oz.</p>","antique","MRK102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFXK002","Active","RF<sup>x</sup> Express Business Kit-REDEFINE","P0000000",995,995,"Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","antique","MRK101","US",,1,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFXK001","Active","RF<sup>x</sup> Express Business Kit-REVERSE","P0000000",995,995,"Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","antique,strange,jewerly","ANT102","US",,,1,,1,,"gold",,"images/no_image_available.png","images/no_image_available.png",,
"RFXK003","Active","RF<sup>x</sup> Express Business Kit-UNBLEMISH","P0000000",995,995,"Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","antique","ANT102","US",,,0,,1,,"silver",,"images/no_image_available.png","images/no_image_available.png",,
"RFXK004","Active","RF<sup>x</sup> Express Business Kit-SOOTHE","P0000000",995,995,"Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","Over $1,600 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","antique","HND101","US",,,1,,1,,"metal",,"images/no_image_available.png","images/no_image_available.png",,
"PRKT001","Active","Personal Results Kit-REVERSE","P0000000",395,395,"Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products","Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products","antique,jewerly","MRK102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PRKT002","Active","Personal Results Kit-REDEFINE","P0000000",395,395,"Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products.","Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products.","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png","images/products/images4.jpg",
"PRKT003","Active","Personal Results Kit-UNBLEMISH","P0000000",395,395,"Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products.","Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products.","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PRKT004","Active","Personal Results Kit-SOOTHE","P0000000",395,395,"Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products.","Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products.","antique","ANT105","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFXK","Active","RF<sup>x</sup> Express Business Kit","P0000000",995,995,"Over $1,900 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","Over $1,900 in value, includes everything you need to begin quickly building your Rodan + Fields business and help others do the same.","antique","MRK102","US",,,1,,,,,,"images/no_image_available.png","images/no_image_available.png",,
"AMBM025","Active","REDEFINE MACRO Exfoliator Prospecting Cards – 25 Pack","P0000000",5,5,"Spread the word about your Rodan + Fields business with these REDEFINE MACRO Exfoliator Prospecting Cards.","<p>  Spread the word about your Rodan + Fields business with these REDEFINE MACRO Exfoliator Prospecting Cards.&nbsp; Each card measures 5&rdquo; x 7,&rdquo; and includes a customizable area to either stamp or write-in your contact information.</p> <p>  Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","ANT101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"ARBCR01","Active","BAG Reg bag, AMP MD Refill Consultant (empty)","P0000000",1,1,"BAG Reg bag, AMP MD Refill Consultant (empty)","BAG Reg bag, AMP MD Refill Consultant (empty)","antique,jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"ARBCS01","Active","BAG Reg bag, AMP MD Starter Kit Consultant (empty)","P0000000",1,1,"BAG Reg bag, AMP MD Starter Kit Consultant (empty)","BAG Reg bag, AMP MD Starter Kit Consultant (empty)","antique","HND102","US",,,1,,1,,,"red","images/no_image_available.png","images/no_image_available.png",,
"ARBPR01","Active","BAG Reg bag, AMP MD Refill PC (empty)","P0000000",1,1,"BAG Reg bag, AMP MD Refill PC (empty)","BAG Reg bag, AMP MD Refill PC (empty)","antique,strange","ANT102","US",,,0,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"ARBPS01","Active","BAG Reg bag, AMP MD Starter Kit PC (empty)","P0000000",1,1,"BAG Reg bag, AMP MD Starter Kit PC (empty)","BAG Reg bag, AMP MD Starter Kit PC (empty)","antique","MRK101","US",,,1,,1,,"gold","green","images/no_image_available.png","images/no_image_available.png",,
"BABP002","Active","ANTI-AGE Before and After Poster Set","P0000000",10,10,"Showcase our ANTI-AGE and AMP MD System clinical results at your next event with this Before and After Poster Set.","<p>  This Before and After Poster Set is the perfect way to showcase our ANTI-AGE and AMP MD clinical results. Set includes two posters, one featuring ANTI-AGE before and after pictures and the other featuring ANTI-AGE clinical results.<br />  <br />  Each poster measures 8.5 x 11&rdquo;. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","antique","ANT105","US",,,1,,1,,"silver","red","images/no_image_available.png","images/no_image_available.png",,
"BBLK007","Active","BBLK UNBLEMISH  (No Portfolio)","P0000000",650,650,"BBLK UNBLEMISH (w/out Portfolio)","BBLK UNBLEMISH (w/out Portfolio)","antique","ANT102","US",,,1,,1,,"metal","blue","images/no_image_available.png","images/no_image_available.png",,
"BBLK008","Active","BBLK SOOTHE (No Portfolio)","P0000000",650,650,"BBLK SOOTHE (w/out Portfolio)","BBLK SOOTHE (w/out Portfolio)","antique,jewerly","MRK101","US",,,1,,1,,,"green","images/no_image_available.png","images/no_image_available.png",,
"PPPA050","Active","Pattern to Prosperity pad (1 pad of 50 sheets)","P0000000",1,1,"Pattern to Prosperity pad (1 pad of 50 sheets)","Pattern to Prosperity pad (1 pad of 50 sheets)","antique",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PRKT007","Active","PRKT UNBLEMISH (No Portfolio)","P0000000",350,350,"PRKT UNBLEMISH (w/out Portfolio)","PRKT UNBLEMISH (w/out Portfolio)","antique","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"PRKT008","Active","PRKT SOOTHE (No Portfolio)","P0000000",350,350,"PRKT SOOTHE (No Portfolio)","PRKT SOOTHE (No Portfolio)","antique","MRK101","US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFXK007","Active","RFX UNBLEMISH (No Portfolio)","P0000000",950,950,"RFX UNBLEMISH (w/out Portfolio)","RFX UNBLEMISH (w/out Portfolio)","antique,strange,jewerly","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RFXK008","Active","RFX SOOTHE (No Portfolio)","P0000000",950,950,"RFX SOOTHE (w/out Portfolio)","RFX SOOTHE (w/out Portfolio)","antique,jewerly","HND101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RVRB001","Active","BAG REV Regimen bag (empty)","P0000000",1,1,"BAG REV Regimen bag (empty)","BAG REV Regimen bag (empty)","antique","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"SORB001","Active","BAG SOO Regimen bag (empty)","P0000000",1,1,"BAG SOO Regimen bag (empty)","BAG SOO Regimen bag (empty)","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"UNRB001","Active","BAG UNB Regimen Spot Fading Toner bag (empty)","P0000000",1,1,"BAG UNB Regimen Spot Fading Toner bag (empty)","BAG UNB Regimen Spot Fading Toner bag (empty)","jewerly","MRK101,ANT104","US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"UNRBJ001","Active","BAG UNB Regimen Clarifying Toner bag (empty)","P0000000",1,1,"BAG UNB Regimen Clarifying Toner bag (empty)","BAG UNB Regimen Clarifying Toner bag (empty)","jewerly","MRK102,ANT104","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"SBSL001","Active","Spring Break Special","P0000000",186,186,"Renew and refresh your skin with our Spring Break Special. For a limited-time only, when you buy our REVERSE Regimen and ANTI-AGE Night Renewing Serum, you will receive our popular ENHANCEMENTS Mineral Peptides and Mineral Peptide Brush, valued at $59 for free.","Your baseboards and closets aren’t the only things in need of a good spring cleaning. One of the fastest ways to get your skin to look and act younger is exfoliation. This spring, renew and refresh your skin with our Spring Break Special. Valued at over $300, this special includes our REVERSE Regimen, ANTI-AGE Night Renewing Serum, and our popular ENHANCEMENTS Mineral Peptides and Mineral Peptides Brush at a great savings. Spring Break Special available now through April 30, 2011 and includes full REVERSE Regimen: Deep Exfoliating Wash 125 mL/4.2 Fl.Oz.; Skin Lightening Toner 125 mL/4.2 Fl.Oz.; Skin Lightening Treatment 50 mL/1.7 Fl.Oz.; and Environmental Shield SPF 55 Sunscreen 50 mL/1.7 Fl.Oz, 60 capsules of ANTI-AGE Night Renewing Serum and ENHANCEMENTS Mineral Peptides 4 g/.14 fl. Oz with 1 brush.","jewerly","MRK102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"SBSM001","Active","Spring Break Special","P0000000",186,186,"Renew and refresh your skin with our Spring Break Special. For a limited-time only, when you buy our REVERSE Regimen and ANTI-AGE Night Renewing Serum, you will receive our popular ENHANCEMENTS Mineral Peptides and Mineral Peptide Brush, valued at $59 for free.","Your baseboards and closets aren’t the only things in need of a good spring cleaning. One of the fastest ways to get your skin to look and act younger is exfoliation. This spring, renew and refresh your skin with our Spring Break Special. Valued at over $300, this special includes our REVERSE Regimen, ANTI-AGE Night Renewing Serum, and our popular ENHANCEMENTS Mineral Peptides and Mineral Peptides Brush at a great savings. Spring Break Special available now through April 30, 2011 and includes full REVERSE Regimen: Deep Exfoliating Wash 125 mL/4.2 Fl.Oz.; Skin Lightening Toner 125 mL/4.2 Fl.Oz.; Skin Lightening Treatment 50 mL/1.7 Fl.Oz.; and Environmental Shield SPF 55 Sunscreen 50 mL/1.7 Fl.Oz, 60 capsules of ANTI-AGE Night Renewing Serum and ENHANCEMENTS Mineral Peptides 4 g/.14 fl. Oz with 1 brush.","jewerly","SPC100","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"SBSB001","Active","Spring Break Special","P0000000",186,186,"Renew and refresh your skin with our Spring Break Special. For a limited-time only, when you buy our REVERSE Regimen and ANTI-AGE Night Renewing Serum, you will receive our popular ENHANCEMENTS Mineral Peptides and Mineral Peptide Brush, valued at $59 for free.","Your baseboards and closets aren’t the only things in need of a good spring cleaning. One of the fastest ways to get your skin to look and act younger is exfoliation. This spring, renew and refresh your skin with our Spring Break Special. Valued at over $300, this special includes our REVERSE Regimen, ANTI-AGE Night Renewing Serum, and our popular ENHANCEMENTS Mineral Peptides and Mineral Peptides Brush at a great savings. Spring Break Special available now through April 30, 2011 and includes full REVERSE Regimen: Deep Exfoliating Wash 125 mL/4.2 Fl.Oz.; Skin Lightening Toner 125 mL/4.2 Fl.Oz.; Skin Lightening Treatment 50 mL/1.7 Fl.Oz.; and Environmental Shield SPF 55 Sunscreen 50 mL/1.7 Fl.Oz, 60 capsules of ANTI-AGE Night Renewing Serum and ENHANCEMENTS Mineral Peptides 4 g/.14 fl. Oz with 1 brush.","jewerly","ANT101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"UNWA125","Active","UNBLEMISH Acne Treatment Sulfur Wash","P0000000",30,30,"Unclogs pores and reduces redness.","<p>  Medicated cleanser with FDA-approved 3% sulfur unclogs pores and reduces redness. Pores stay clear, allowing the treatment medicines that follow to be delivered deep into the pores. 125 mL/4.2 Fl.Oz.</p>","jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"BBLK","Active","Big Business Launch Kit","P0000000",695,695,"Over $1,300 in value, includes everything you need to successfully launch your Rodan + Fields business.","Over $1,300 in value, includes everything you need to successfully launch your Rodan + Fields business.","jewerly","ANT105","US",,,1,,,,,,"images/no_image_available.png","images/no_image_available.png",,
"PRKT","Active","Personal Results Kit","P0000000",395,395,"Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products","Over $500 in value, includes regimen of choice, one REDEFINE Regimen and several of our best-selling products","jewerly","ANT102,MRK102","US",,,0,,,,,,"images/no_image_available.png","images/no_image_available.png",,
"ENP004","Active","ENHANCEMENTS Mineral Peptides Broad Spectrum SPF 20","P0000000",19,19,"Support’s skin’s resiliency to environmental aggressors and irritants and provides sun protection, while light deflecting minerals immediately even skin tone and reduce redness.","<p>  Perfection is a process. When it comes to achieving healthy, clear, foundation-free skin, even the most rigorous clinical skincare routines take time to show results. That&rsquo;s why we created a new treat and protect product that offers both immediate and long-term skin-enhancing benefits that work with any Rodan + Fields Multi-Med&trade; Therapy regimen. Infused with patent-pending RFp3 technology, ENHANCEMENTS Mineral Peptides SPF 20 supports skin&rsquo;s resiliency to environmental aggressors and irritants and provides sun protection, while light deflecting minerals immediately even skin tone and reduce redness. Available in Light, Medium and Bronze shades, with a retractable anti-bacterial Kabuki brush sold separately. 4 g/.14 fl. oz.</p> <p>  <img alt="""" src=""https://www.rodanandfields.com/images/Products/SCF_Seal-Daily-small.jpg"" style=""width: 37px; height: 55px;"" /></p>","jewerly,strange","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"ENPK04","Active","ENHANCEMENTS Mineral Peptides Broad Spectrum SPF 20 with Brush","P0000000",40,40,"Support’s skin’s resiliency to environmental aggressors and irritants and provides sun protection, while light deflecting minerals immediately even skin tone and reduce redness.","<p>  The perfect pair. When it comes to achieving healthy, clear, foundation-free skin, even the most rigorous clinical skincare routines take time to show results. That&rsquo;s why we created a new treat and protect product that offers both immediate and long-term skin-enhancing benefits that work with any Rodan + Fields Multi-Med&trade; Therapy regimen. Infused with patent-pending RFp3 technology, ENHANCEMENTS Mineral Peptides Broad Spectrum SPF 20 supports skin&rsquo;s resiliency to environmental aggressors and irritants and provides sun protection, while light deflecting minerals immediately even skin tone and reduce redness. Available in Light, Medium and Bronze shades. For a limited time only, ENHANCEMENTS Mineral Peptides available with ENHANCEMENTS Mineral Peptides Brush at a discounted price. 4 g/.14 fl. oz.</p>","jewerly","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"SBSP","Active","Spring Break Special","P0000000",186,186,"Renew and refresh your skin with our Spring Break Special. For a limited-time only, when you buy our REVERSE Regimen and ANTI-AGE Night Renewing Serum, you will receive our popular ENHANCEMENTS Mineral Peptides and Mineral Peptide Brush, valued at $59 for free.","Your baseboards and closets aren’t the only things in need of a good spring cleaning. One of the fastest ways to get your skin to look and act younger is exfoliation. This spring, renew and refresh your skin with our Spring Break Special. Valued at over $300, this special includes our REVERSE Regimen, ANTI-AGE Night Renewing Serum, and our popular ENHANCEMENTS Mineral Peptides and Mineral Peptides Brush at a great savings. Spring Break Special available now through April 30, 2011 and includes full REVERSE Regimen: Deep Exfoliating Wash 125 mL/4.2 Fl.Oz.; Skin Lightening Toner 125 mL/4.2 Fl.Oz.; Skin Lightening Treatment 50 mL/1.7 Fl.Oz.; and Environmental Shield SPF 55 Sunscreen 50 mL/1.7 Fl.Oz, 60 capsules of ANTI-AGE Night Renewing Serum and ENHANCEMENTS Mineral Peptides 4 g/.14 fl. Oz with 1 brush.","jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"UNRG","Active","UNBLEMISH Regimen for Acne and Post-Acne Marks","P0000000",120,120,"Combines acne-fighting and skin-lightening medicines to clear skin, control oil production, kill bacteria, prevent post-acne dark marks, and protect against UV damage.","<p>  Breakouts? Unpredictable? Unreasonable? Unfair? Take control with our UNBLEMISH Regimen. Clinically proven to combat the entire acne cycle, this sophisticated regimen helps unclog pores, clears breakouts and calms your complexion to keep pimples, blackheads and post-acne marks from making an unwelcome appearance on your face&mdash;and in your life.<br />  <br />  Since many acne sufferers have post-inflammatory hyperpigmentation (PIH), the remnant red/brown marks following a healed blemish, we offer UNBLEMISH Spot Fading Toner. However, if you are one of the lucky few who does not experience PIH, use our UNBLEMISH Clarifying Toner as an alternative.<br />  <br />  The UNBLEMISH Regimen features 4 full-size products: Acne Treatment Sulfur Wash 125 mL/4.2 Fl.Oz.; Spot Fading Toner 125 mL/4.2 Fl.Oz. OR Clarifying Toner 125 mL/4.2 Fl.Oz.; Dual Intensive Acne Treatment 2 x 15 mL/.5 Fl.Oz.; and Oil Control Lotion SPF 20 30 mL/1 Fl.Oz.</p>","jewerly",,"US",,,1,,,,,,"images/no_image_available.png","images/no_image_available.png",,
"ESBS150","Active","ESSENTIALS Broad Spectrum SPF 30 Body Sunscreen","P0000000",18,18,"Water-resistant broad spectrum UV protection for the body. Perfect for the whole family.","<p>  Formulated for all over the body use, ESSENTIALS Broad Spectrum SPF 30 Body Sunscreen is a lightweight, non-sticky and non-greasy broad spectrum sunscreen. It contains dimethicone to protect skin&rsquo;s moisture barrier, antioxidant vitamins C and E to absorb damaging free radicals and anti-inflammatory ingredients to protect skin from environmental stress. 150 mL/5.0 fl. oz.</p> <p>  <img alt=""The Skin Cancer Foundation Seal of Recommendation for Sunscreens: Active Use"" src=""https://www.rodanandfields.com/images/Products/SCF_Seal-Active-small.jpg"" style=""width: 37px; height: 55px;"" /></p>","jewerly","HND102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"ESBL200","Active","ESSENTIALS Daily Body Moisturizer","P0000000",18,18,"Daily body lotion relieves dry, flaky skin. RF-Dcell technology helps skin retain moisture and remain comfortable when challenged by climate and other environmental aggressors.","<p>  ESSENTIALS Daily Body Moisturizer tackles dry, flaky skin in a whole new way. It features our RF-Dcell technology to calm frenzied cells, normalize the rate of cell maturation and help make skin function more efficiently. The result: skin is able to retain moisture and remain comfortable when challenged by climate and other environmental aggressors. ESSENTIALS Daily Body Moisturizer also contains humectants to rehydrate skin and dimethicone to help repair the skin&rsquo;s natural moisture barrier. This lightweight, non-greasy formula absorbs quickly to smooth and soften rough, dry, bumpy skin, leaving it effectively moisturized all day long. 200 mL/6.8 fl. oz.</p>","jewerly","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
